,review,rating
10,the hotel is a little dated but good value for london clean and tidy friendly service from staff but no daily room cleaning but as only stayed a couple of nights this wasnt an issue great location  nearest tube station is within walking distance would stay again,4/5
11,for me this hotel is in a beautiful setting within london the layout of the website is so easy to view and the many pictures of every aspect of the hotel is outstanding the price of the rooms are very low for the facilities it provides and i was very impressed with the amount of information provided and is a definite yes to stay there,5/5
12,stay away the temperature in our room was  degrees after  hours and many trips to reception they gave us a different room the second room had black mould in the bathroom also two people working at reception were coughing her lungs out the woman from reception admitted that she had the flu she was not wearing a mask and she was not using a hand sanitiser a minute later she handed me the room cards,1/5
13,stayed here a couple of years ago i had an inside room this time and its so much better than the window rooms in my opinion everything was clean but a bit old fashioned for the price i paid you cant fault it other hotels in london cost  plus a night will deffo stay again if needed to as the location is brilliant for jubileeelizabeth line and plenty of shops and food options in the area,5/5
14,no windows and even in winter the rooms were boiling with no working fans or ac food was horrible and bland so even through we paid for breakfast and dinner we had to eat out adding extra costs saw a staff member being extremely rude to another staff member by pulling faces and snatching things from their hand saying things and the other one just looked sad and said nothing back fire alarm went of in the morning wakening people up welcome drinks include tiny fresh glasses of juice which are very watered down views would be great if the windows were turning green on the outside and havent been cleaned in what looks like over a year and the beds are solid and springy so sleep is hard with that heat and fire alarm,1/5
15,absolutely appalling service at this hotel i asked reception for an additional duvet and without even checking the staff immediately dismissed my request with a flat no their excuse the hotel is busy today this level of laziness and lack of effort is completely unacceptable especially when i booked two rooms and expected basic hospitality they didnt bother to look think or even careit was an outright refusal with zero professionalism or courtesyif youre considering staying here dont bother instead stay at the novotel hotel which is located just opposite youll get much better service comfort and professionalismsomething britannia hotel clearly lacks avoid this place at all costs,1/5
16,the hotel was nice and clean great location the breakfast coffee was good a small minus from the fake room upgrade i understand that they wanted to create an image of good service but this was just embarrassingall in all value for the money,4/5
17,i used to like this hotel but this visit it wasnt that good the wifi now isnt free and quite expensive  per device in the room and wifi in the lounge is also limited the room we got had a broken window so in the evening we started feeling cold and didnt even know the window cant be closed cause its broken when the person came to fix it which he couldnt he was very nice and offered us an upgraded room but still why even give that roomthe location is good and has some shops nearby very nice atmosphere the room seemed not that clean but for few days it was fine they also dont do cleaning every day its only every three days so thats another disadvantage,2/5
18,lovely staff very friendly atmosphere was nice and calm in the room decor was dated and furniture was tired and the carpets were in need of a deep clean or replacement the air conditioning was not working so was a toasty c so we had to use a fan,4/5
19,reasonably priced hotel in a great locationbreakfast is notably worth having especially if you are gluten free as they have a whole separate serving areathe room we stayed in was a lower floor room and although nothing wrong with it the lack of phone signal was a bit annoying and we werent about to pay for the wifi when we were there for a very quick stay maybe the hotel could consider this about these rooms and have some sort of extension of the free wifi that was available in the lobby area,4/5
20,do not book hereafter spending two nights without having any housekeeping service i addressed that to the receptionist they told me for whatever reason that they do cleaning only every three dayseven after three nights i still got no fresh towels nor shower gel or any room cleaningfor a  hotel at a rate of gbp this is an absolute nogodo not book here,1/5
21,stayed here due to location hotel was very busy as there was lots going on in london this weekend most hotels were very expensive but this was much more reasonably priced our room was lovely on th floor breakfast was good too staff seemed pleasant we were out all day so we just used the hotel for somewhere to lay out heads which worked out for usthe main thing which i know may seem silly was that the windows were filthy the windows in the restaurant were so dirty on the outside what would have been a nice view wasnt due to this same for in our room other than this overall a lovely hotel in a great location,4/5
22,our room was absolutely gorgeous no complaints about the roomwas beautiful metal spiral staircase which led to the room itself it was cosy very clean beautiful lovely balcony space the room had everything we could possibly need in a closet there was a iron ironing board fan dressing gowns and slippers toostaff members were very polite and welcomingbut i would definitely go again,4/5
23,rooms were fine just need a bit of tlc in some areas clean which is the main thing good selection of bathroom essentials supplied and plenty of towels temperature was pretty high but at least we had a working fan in the room however had a couple of strange interactions with staff firstly at reception the member of staff seemed puzzled that we had booked online and asked a colleague to help talking quietly with each other and looking at the screen leaving us stood there worrying briefly instead of explaining the situation to us then as we were leaving the next morning the cleaner knocked on our door and was stood outside our door waiting to get in this was  minutes before checkout time so we left plenty of time i havent ever had a cleaner knock on my room door before the checking out time so that was an awkward first time experience,3/5
24,had  visits here recently and both times a different experience first visit checkin was disappointing the gentleman who served us was not the most accommodating and lacked in customer service training nd visit much improved where the young lady greeted us with a smile and was very informative of our stay again with the rooms first room was in the basement with no windows please if you can afford to spend more money do so as the basement rooms with no windows are depressing so i would recommend anything from st floor upwards nd stay was on th floor with much better views although windows so not open which again was disappointing as the airconditioning can get a little stuffy at times overall for the price and location not a bad stay but we were only visiting for work so no real complaints,3/5
25,stayed here for one night as a short stay it had all i needed i could see from one night though for a long stay it could pose uncomfortability rooms were fine slight out of date feel to the whole building but comfy and liveable in the room i was in i didnt order food nothing jumped out to me the downstairs eating area didnt look inviting and many other reviews state the averageness of the food staff were kind and helpful stashed my bag for the day free of charge a lot of other staff looked a bit on edge and i overheard a few having arguments or looking in a constant state of annoyance people do have days like this and honestly not a big deali would suggest booking here for a night or two its a good price for its location you can get anywhere around easily through the underground stations nearby for any more nights book yourself a slightly more expensive room somewhere else and have a proper nice stay,3/5
26,wonderful stay and excellent servicewe had a fantastic stay and the staff was incredibly helpful special thanks to assish the night manager who went above and beyond to make sure we were comfortable the room was clean spacious and the overall experience was great highly recommend this hotel for its exceptional servicethis version keeps it short and omits the room upgrade,5/5
27,the worst hotel ive ever stayed in and ive only been in it  minutesthe toilet still had the previous occupants urine in it the door had an open keyhole to the outside the mattress might as well not exist and the rooms look like something out of  dreadful utterly dreadful worst decision ive ever made if i wasnt so tired i would go elsewhere,1/5
28,oh dear oh dear just come back from a few days in canary wharffrom half an hour checking in to the disappointment of the smeared glass framing the viewsthe britannia really surprised me for mostly the wrong reasonsfor  per night we had a grubbytired room with old fixtures and fittings and a dirty bathroom with a shower head over bath with a poor pressurethe bed was two singles bolted togetherhence had the gap between us so couldnt lay in the middlethe tv was a small analogue not opposite the bedas for the windowsgrimey and misty obscuring the view over the thameswe had to complain to receptionand the lady swapped out room for an identical onewhich we rejectedafter speaking at length to the managerwe eventually spent our last night in an executive suitewhich was spaciouscleanwith a comfy double bed and large smart tvhowever the bathroom was still way below expectations for a room of this qualityseeing as this hotel is on the thameswithin canary wharf i would have assumed clean windows inside and out were a necessity rather than a request everything was musty and old with apparently little investment within this hotelwe opted for breakfast one morningand for pp you get canteen style food of the most basic quality with essentials all of which fall well below averagewe since found out that the britannia hotel chain houses asylum seekers and other people awaiting processing before being moved on funded by the councilbumping up owners profitsit is important that residents of this establishment realize this is a basicunderfunded budget hotel being propped up with government fundinga really poor example of a hotel in an area of much better quality establishments,2/5
29,stayed here many times and without fail the fire alarm goes off during the night tired decor frazzled but very polite staff doors slaming through the night its not great but the price is on point when you compare to whats around plus point is the room service beats some of the higher rated hotels fast edible reasonable price,2/5
30,the hotel is falling apart lack of maintenance all over the place dirty walls poor hygiene the staff is really rude disrespectful without understanding what means to work in hospitality if you interact with them you can tell they are uneducated and rough they lack manners there is no communication skills at all between the front desk and house keeping in the mornings the house keeping team goes through the corridors shouting they do not respect the do not disturb signs to the point i have to place a chair behind my door to stop them from entering my room during my stay there was a guest complaining that some items were missing from his room the management was telling his the hotel is not responsible the place is old and you can see signs of deterioration the decor is awful somebody colour blind was in charge of designing the rooms avoid avoid avoid at all cost across the street is novotel and half block down the road is the hilton in comparison they day and night,1/5
31,britannia international hotel a living nightmarestaying at the britannia international hotel was nothing short of a traumatic experience one that i wouldnt wish on my worst enemy from the moment i set foot inside it was clear that this place was on a slow agonizing descent into complete ruin the decay was palpable in every corner the entire building feels like its been abandoned for decades left to rot as time chips away at what little dignity it ever hadthe windowsoh the windows they were so caked in layers of filth and dirt i honestly couldnt tell if it was day or night outside it was like staring into a void you feel trapped suffocated by the grime as if even the view outside had given up hope on this miserable place my skin crawled just being in the room where a stench of old farts hung in the air like a haunting ghost and if that wasnt bad enough every once in a while the pungent scent of stale marijuana would waft through as if to remind you of just how far the hotel had fallenbreakfast im still recovering it was more like an assault on my stomach than a meal the socalled food looked as though it had been thrown together by someone with zero concern for human health watery eggs rubberlike sausages and bread so dry it could probably double as a sponge i swear i could feel my insides rejecting it with every bite it was the bare minimum you could throw on a plate without getting sued but i wouldnt even feed it to a stray dog the whole experience left me on the brink of nausea praying i could survive until checkoutand the staffwell im convinced they had no idea where they were or what they were supposed to be doing everything was chaos a bumbling mess of incompetence simple requests were met with confusion or outright ignorance to say they were unhelpful would be an understatementthey seemed to actively make things worse most of the staff appeared to be of indian origin but thats irrelevant when the sheer incompetence knows no nationality it was clear no one cared why should they the hotels already in the gutterin short the britannia international hotel is less a hotel and more a decrepit foulsmelling healththreatening black hole where joy and comfort go to die if you value your sanity and stomach i beg you stay far away youd honestly have a better experience sleeping on a park bench at least there you wouldnt be surrounded by the stench of failure,1/5
32,i hate leaving bad reviews but i felt i needed to share my experience so others can make an informed judgement i had the worst night sleep ive ever had in a hotel this is with ear plugs in noise cancelling headphones over the ear plugs and white noise playing at full volume the walls and windows are paper thin so you can hear every single creak whoosh and bang of the trainline the entire night all the bustle of the road is also audible as are other guests conversations through the walls and every time a door opens or closes in the corridor i came up to london the night before a big meeting so i wouldnt have to travel early morning but i would have been better doing sothe rooms are also freezing and when you put the heating on it just churns out musty cold air making it worse and colderthe bathrooms are dirty and stainedthe hotel is cheap for its location  which is very close to canary wharf elizabeth line and jubilee line and the staff are polite and do try hard but that it ishonestly just pay the extra money for another hotel and prioritise your health and sleep,1/5
33,no tv remote all the new tvs were ordered but were still waiting for the remotes to be delivered this is quite ridiculouslimited drink options there was a lack of drink choices and guinness was unavailable all weekcoffee from the bar if you fancy a coffee its served in a plastic beaker reminiscent of something for a child no proper cups are provided even upon requestpoor maintenance light bulbs blew one day and by the next day another had gone out from the same fitting clearly maintenance issues are not being communicated when rooms are cleanedroom cleaning schedule the most expensive rooms on the th floor are only cleaned every three days with no explanation provided fresh towels and toiletries are not automatically replacedexcessive parking fee the  parking charge is excessivemismanagement of belongings i had checked out for one day but extended my stay using the same room when i returned after work in the evening all my belongings had been removed management clearly did not check or think to contact me expensive wifi   for  hours far higher than most hotels payment policy the bar only accepts card payments cash is not acceptedsleazy there were numerous prostitutes operating in the area and on one occasion my room was adjacent to one of their rooms,2/5
34,i had the unfortunate experience late last night and this morning to wake up to a room wreaking of cigarette smokeit had somehow traveled through the bathroom vent i have asthma and am highly sensitive to cigarette smokethe front desk staff helped me change rooms and the new room doesnt smell at all the unfortunate things is a now how a cough and a bad taste in my mouth to start the dayfelt last nights stay should have been comped our offered another nights stay free,2/5
35,if i could give this hotel a  star rating i would it was the worst experience of my life we checked into our room and decided to go out in london upon return to our room we discovered all of our belongings including ipads clothes hair tools and other equipment had all disappeared we went down to reception to report it and the staff had a look at the cctv it turns out  trespassers had broken into our room and stolen all of our belongings the first thing the hotel did was try to make it out to be our fault how did they know they were trespassers we phoned the police and had to wait in reception for  hours until they turned up this was about  am at this point the whole time we were down there not one member of staff asked if we were okay or even offered us a drink when i asked for a cup of tea she said the tea wasnt available but i could pay for a bottle of water behind reception which is an absolute joke after we had spoken to the police we asked to move rooms because the police needed the room for investigation and also i didnt feel safe staying in it when speaking with the reception about this they wanted to charge us to stay in the other room and also couldnt understand why we wantedhad to move rooms we had an argument about this because obviously we didnt want to pay for a new room when our room had just been burgled in the end we got a room at about  am the hotel staff were very very cold towards us didnt offer any support didnt ask if we were okay and better yet didnt even offer us any sort of money back compensation or free food or drink in the bar they are absolutely disgusting and i wouldnt wish my worst enemy to stay there,1/5
36,one of the worst experience ever they claim to be  star hotel they lack basic facilities such as cleaning they dont offer wifi in rooms and if you want then they ask for extra charges no daily cleaning of roomsno window in most of rooms for window rooms they ask to pay extraroom cleaning done only after  days that to on request not to waste your money by choosing this hotel minus  rating,1/5
37,great location in canary wharf london nice hotel clean and tidy room was big clean and tidy but furniture was a bid dowdy and old fashioned bed was uncomfortable staff on reception were quite rude but bar staff were very friendly hotel is in a good location,4/5
38,beautiful hotel right on the river literally a  minute walk from canary wharf tube station everything about this hotel was perfect the food was great the staff very friendly and helpful and it was immaculate the only thing we werent happy with is that the window in our room didnt have a handle it had been opened very slightly and we couldnt close it meaning we heard a lot of noise from traffic at night we did report it but they didnt manage to close this before we left would definitely recommend it for a london stay we are going back again,4/5
39,i am writing this review in front of the hotel its thursday night and im supposed to check out on monday morning but this place is utterly disgusting ive been staying at britannia in a business trip and i had to leave the hotel saturday night for a few days to attend some meetings outside london i clearly put in a signed request for my room to be cleaned and i come back today to find it filthy the towels have stains on it the place smells and i added a video on how i was closing my window please watch it this place is horrible how could they not clean for almost one week i would not recommend and definitely wont come back even though in your booking will say that you have free inroom wifi you wont its only available for the small price of   for a day for wifi if thats not crazy i dont know what is oh and the remote didnt even had batteries lol dont waste your money,1/5
40,our room was absolutely gorgeous no complaints about the room upon opening the door the was beautiful metal spiral staircase which led to the room itself it was cosy very clean beautiful lovely balcony space the room had everything we could possibly need in a closet there was a iron ironing board fan dressing gowns and slippers toostaff members were very polite and welcomingjust be aware that there are seagulls nearby and a train station so its probably best to have the window closedbut i would definitely go againalso the parking isnt amazing but with the space that they have its fineon our second trip in the room we couldnt pay for parking my partner had to go outside the hotel and pay so it may be worth paying before you get to the roomour room was different this time but absolutely fine great fans,5/5
41,mixed bag the hotel is adequate for its facilities and services however it is in an excellent location for canary wharf and it is priced realistically i use it a lot for my work in the city  mins total into bank via dlr it is perfect for exploring canary wharf at a great price,4/5
42,terrible experience  avoid this hotel at all costsi stayed at this hotel on july th  and my experience was a nightmare when i arrived the reception staff asked for my vehicle details which i provided as the booking supposedly included free parking imagine my shock when i returned home and received a  fine from parking eye their parking companyi contacted the hotel several times with proof but they were absolutely unhelpful even after reaching out to parking eye they refused to cooperate after weeks of stress and hassle i ended up paying the fine just to avoid more legal troublethis hotel clearly doesnt care about its guests and their incompetence will cost youliterally do not stay here unless you want to deal with the same nightmaresave yourself the headache and stay far away from this place,1/5
43,fire alarm going at  in the night and the staff just tells you its broken just give it  minutesbesides that no towels in the bathroom no staff at the desk drinks are expensive and the location which wouldve had great views is impossible to see cause theres filth everywhere and none of the windows are clean,1/5
44,spent a weekend for a break with friends needed a good rest shower warm bed and peace and this was what we got with this lovely hotelthe rooms were spacious enough for us to stay over into the night and catch up will defi ately stay again,5/5
45,alice hotel within walking distance of canary wharf tube station the breakfast is good and plentiful i think the hotel should revise its security measures for the dining room as we experienced  freeloaders getting a breakfast on the house even after being asked to leavesomething could be done about the room doors the door closers slam the door in the last  inches this woke us both up during the night,5/5
46,not up to the standard it should be or want to be shown as room has no wifi no fridge or minibar no hairdryer no water bottle bathroom door with scratches all over  you wonder if a an animal was left in there bits of paint coming off the wall and not even the cheapest room either so definitely will not be back,3/5
47,worst hotel experience i have ever had firstly you arrive to an entrance which is a building site no ramp or disabled access they took  minutes to check in the couple in front of mewhile other staff made themselves look too busy to deal with actual guestsdespite standing behind said couple they dealt with two other sets of guests before addressing me when i presented my payment card with a name matching the bookingas detailed in email confirmation they demanded photo id which was a hassle because it was buried under a mountain of luggage i was told that i could have stolen the payment card having duly presented my passport and driving licence i casually commented that they could learn a thing or two from the travelodge check in procedure which takes  minutes the duty manager then announced that he would not be honouring my booking leaving me a middle aged woman stranded in the middle of london with no accommodation for the evening,1/5
48,me and my partner stayed at this hotel for  nights we did not get any room service no clean towels or bedding no toilet paper etc we also had no windows and said we could get a room with one for an extra  the room was humid and struggled to sleep due how hot it was despite us using a fan and aircon we also were bitten by bed bugs and had bites all over our bodies however it is a lovely view once leaving hotel and was close to the canary wharf underground just a shame we had no service and how unbearable the room was,1/5
49,nice hotel excellent service rooms are dated but very clean staff are excellent couldnt do enough for you evening meal and breakfast was excellent all buffet style and plenty of choice would use again and car parking attached,5/5
50,booked two rooms from dec dec   in one room the heater did not work so we were moved across the hall to a new room after one night three nights in a row the fire alarm went off for approximately  seconds at midnight then on the morning of the th it went off multiple times staff were unable to provide any assistance nor explanation for fire alarm misfunction,2/5
51,went there this year and the hotel is just cheap and im not talking about the rooms theyre ok im talking about the way the staff treats its costumers despite being in the business of hospitality this hotel displays very little of it,1/5
52,lovely stay here staff were lovely and our room had a vintage feel to it which we really liked would stay here again would recommend,5/5
53,honestly i never write reviews but this place was horrible we arrived and did get a free early check in which we were super happy about we arrived on the second floor and the view was obstructed the garbage had the last peoples stuff in it old gross towels on the floor beds were made thankfully and we found some clean towels the hall ceiling had severe water damage and the rooms didnt have air conditioning or a window to open we were too exhausted to even complain and when we check in the staff were rude and didnt even crack a smile the hotel buffets looked below par for the  per person price tag however the lounge was nice and offered free wifi which the rooms didnt offer unless u wanted to pay  honestly i would recommend being excited for the cheaper price pay a little more and go somewhere in a nicer area with nicer staff and accommodations with wifi and air conditioning,1/5
54,good location walking distance to canary wharf underground transportation is good rooms without windows i would not recommend booking it is underground room very small no mobile phone signal no free wifi reception was not willing to help changing to a different room but ready to change if i pay upgrade fee though rooms available no complimentary water bottle when asked reception rudely said buy there no complimentary,3/5
55,one word runill separate this into three categories  unnecessary fees  conditions  cleanliness and  service theres a reason that the  reviews are scams or one night stays no laundry no pool no gym dont believe the google pics fees that come out of nowhereextra for wifi  pounds per day per device  for dinner that does not include drinks other than water you have to pay extra for juice at dinner ps  the food is always bland meat is tough  for the same bland english breakfast  pound charge added to all room service orders for tray fees and tiny portionsif you have all three meals in the hotel plus wifi on your phone and computer youre looking at an extra  at least per day cleanlinessroom service only comes once every  days and you have to request it in advance it showsthe toilet didnt work in the first room would not flush properly i moved to another room and to my surprise the sink flooded and wouldnt work a kind gentleman from the front desk attempted to unclog it accidentally splashing himself with soapy water he and a few other lovely staff members were honestly the only good thing about this placethe sheets smelled so musty and bad in the room that i had to ask for them to strip the bed completely im pretty sure they had fluffed up the bed with someone elses sweat and musk still in there cozy right servicei preface this with saying some members of the staff are absolutely lovely and i dont think some of the fundamental issues are with the frontfacing staff but more with management if they had better conditions to work in even the less pleasant ones likely wouldnt have to be so stern and defensivethat being said every request took hours i mean that literally you have to constantly check in on every request you make moments after returning my key card i asked to go back in to retrieve my charger i was told that staff was not permitted to go into vacated rooms without housekeeping  what type of policy is it that the receptionists and managers cannot enter a vacant room without housekeeping i waited in the lobby for about an hour went on a walk came back still heard nothing i return to the desk hours later only to be told that the housekeeping team went home but they had seen nothing in the room hope someone theres enjoying my charger at leastso i left this hotel down a charger feeling like i needed a shower and with an unnecessary hole in my pocket location is the only plus go somewhere elseall in all you end up paying for so much in extra fees and in the stress caused by service and cleanliness that you might as well upgrade to a nicer hotel or find a slightly farther location,1/5
56,fantastic hotel in the modern part of london surrounded by skyscrapers when you cross the nearby pedestrian bridge the subway entrance is  feet away at jubilee park at christmas time lots of decoration in the lobby and in the breakfast restaurant,5/5
57,bad experience from the get go went to check in and had loads of fees thrown at me due to having my dog staying with me with no explanation as to why i was paying all these fees i explained to the person checking me in that i was disabled and that i need things explained to me verbally but he chose to ignore this got to our room and it was boiling hot we turned down the air conditioning but this didnt do anything and we had to use the fan provided in the room went down the next morning to ask for something to be done about this but nothing was done and i had to go down again in the evening and they then sent someone up to open the window went down to check out the next day and explained to the person on reception that i was checking out and that my deposit for the dog needed to be sorted out this was completely ignored and i had to repeat myself and reexplain that i was looking to get my deposit back for the dog lady on reception refused to do this until housekeeping had looked at the room i explained that we were in a rush and that we had a train to catch but she didnt care about this  minutes later after housekeeping had been up i then got my deposit back very upset with the poor communication and customer service received by staff at this britannia ive stayed at britannias in the past and never had this many issues or such poor customer service and wont be back again soon,2/5
58,reasonable priced hotel considering location  canary wharf  and connectivity  minutes walk to the nearest metro stations jubilee  elisabeth line good accommodation option if need attend any exhibitions at excel free wifi but only in the lobby in the rooms wifi paid   hr rooms ok i really appreciated a proper bathtub in my bedroom,4/5
59,staff were excellent food to a high standard as per photographs the furniture in this particular room is dated good size room,4/5
60,an evil spirit lurks the corridors of this hotel having been a psychic medium for over  years i know evil when i feel it as soon as i entered this establishment the hairs on the back of my neck stood up i could hear whispers from the spirit realm immediately trying to conversate with me after sorting out the paperwork i checked into my double room i had plans in the evening so i dropped my bags off and headed out when i arrived back in was approaching the witching hour i entered my room and felt the presence of an aggressive dark entity the entity was playing with the electrics in the room the lights were flicking on and off and the television kept changing channel i tried to summon the spirit so i could get some rest but it was having none of it i lay down and was aggressively scratched by the demon that was enough for me i checked out just after am please folks do not enter this hotel for your own safety,1/5
61,booked into this hotel for a couple of days reasonable location on canary wharf public areas look okbut on closer inspection it starts to look a bit shabby worn fittings carpets room furniture dated and worn toilets in foyer hadnt been cleaned in two days  photo taken on  will not be returning,3/5
62,as we entered room  we need to charge our gadgets but none of the sockets were working for charging we are using universal charging adaptor which we successfully used in another london hotel without any hassel but your  hotel which i really doubt now were unable to provide even charging facilities so i made a call to reception for resolution of problem instead of sending someone to my room i was made forced to go down to reception instead of booking a complaint note that we just checked in didnt have bath even and freshen up and had to rush again at reception i was told that we are given another room no  on th floor as problem could not be solvedso we packed bags again and moved to room no  but same problem was there and not even intercom was working there and couldnt even make a call to reception now is this ur  hotel where reception couldnt be even approachedagain without even having freshen up i need to go back to reception and elaborate the problem we returned keys of  and again came back to room no  and called reception but this time nobody was there to reply so i again went down to meet manager and then onduty supervisor said he is coming to room again we had to move as supervisor camesaw n said all these sockets and are newly installed but perhaps not checked whether working or not he was finding faults at our adaptor universal charging adaptor and phone but not the hotels fault he again made me to step down with adaptor to reception to check it in another socket  and the adaptor was working so he said u can come do charge anytimenow is this the solution where one has to go down for charging so i said nohe said anything couldnt be done to solve the problem until at pm electrician comes then he said i cant do anything if u telling meis this the way to address the guest s complaint he said at  pm one electrician will come so again i had to move down to meet and elaborate problem he came up with me and said i am seeing this sockets for the first time so hotel didnt even gave training how th sockets used whether they are working or not with universal adaptor and just installed how such mistakes can a hotel make that without checking it allots rooms and then say sorry for being unable to change socketswas it out fault that we choose britania for stayat  he gave one socket that worked but  guest had  mobiles  smart watches  ipads to charge so only  adaptor between  gadgets how do we do thatas we have to move early in the morning everyday only  gadget charged at a time and we suffered a lot for keeping fons off i proposed manage to cancel our booking as we didnt want to suffer without fons so he said refund will be after  days so after paying such a huge hotel booking fees to you even credit card limits were over so how we can move to another hotel if u cant immediately refund and we could not even cancel booking so basically e were trapped in a hotel were charing sockets were not even there and we had to keeps fons and gadgets closed now a days all have business and personal fons separate so need to be in touch with with family business fon had to be keep it and had to bear loss of many transactions on bussiness fon on next day the keys of our rooms not working so again had to rush the reception he said your room is showing as  and not  we were not been allowed to have drinking water in our bottles from restaurantnow this was really disgusting how it can be when we returned the keys of  in  minutes only as the same problem was also therehe said yes you returned keys of room no  but the receptionist forgot to updatehow this can be taken grantedeverytime we had to go down then what your staff is doing honestly if u cant provide even basic facilities as charging sockets how can u claim your hotel as  and charge so high for the same  and even after paying one has to be keep gadgets off and had to bear economic losses as well,1/5
63,worst hotel everfrom the outside looks it could be nice one but as soon you get in you can get not a great vibe the receptionist are very rude and useless so is the manager worst customer servicethe room is disgusting and stinks no window no wifi no good signal on the phone and the mattress is really uncomfortable you can feel the springs all over your body and squeaky every time you move and also room is not soundproof you can hear literally everythingone of my worst experience in an hotel is you call it sowill never come back,1/5
