,review,rating
23,there has never been a place whose website photos and description are more deceptive than this dump we booked it because the reviews were decent and the rooms looked nice from the pictures we even upgraded to the superior room with acropolis view then we arrived to discover the biggest baitandswitch of all timefirst of all there is no acropolis view it doesnt exist from any room in the hotel so dont pay for this if youre still going to waste your money at this place from any room that faces the hotel the acropolis particularly the parthenon that sits atop it is totally blocked by any buildings between you and it if you think youre going to get a photo of it from your room it will look as awful as the one im sharing with the nearby rooftop hot water tank totally blocking it the view they share on their website is from their rooftop bar which is absolutely nothing special  just some lousy wire mesh tables with zero decoralso dont pay for a superior room the website photos show a little sitting area for the superior room that our room didnt have when i went to the front desk to ask why our room was so tiny when we paid for a superior the response was that our room was higher i asked so theres no other difference between a superior room and the less expensive comfort room other than the floor number the guy said noalso when we checked in we wanted to clean up from our travels only to find that the shower was missing the hook to hold the detachable hand held showerhead again i brought this to the front desks attention and the response was well you can just hold it nicethe bathroom is laid out in the worst possible way to get between the sink and the toilet you actually have to turn sideways and crabwalkshuffle through this is not hyperbole  if you are a male and you want to stand to pee stay somewhere elselastly you know the paper that doctors offices use to pull over the exam tables as the last line of defense between that table and your bare behind apparently they make entire bedsheets out of that same paper and they have them at candia hotel athens theyre not just scratchy but somehow theyre actually noisy sheets they crinkle when you or your partner moves even the slightest bit so if the texture of the sheets doesnt ruin your sleep the sound of the sheets sure willlastly lastly  the location is awful it looks close to stuff on a map but youll be on the metro to get to anything you want to see,1/5
24,convenient hotel with relatively quiet rooms above all we were pleased with the view of the acropolis from the top floor and the friendliness of the staff many thanks to babiswho looked after us perfectly and cooled us off with very tasty cocktails,5/5
25,during my stay at this hotel for a competition in february  i enjoyed the breakfast offerings and found the location to be relatively convenient despite minor difficulties navigating public transportation options nearby unfortunately my experience was marred somewhat by limited shower space of approximately  feet by  feet square footage resulting into puddles on bathroom floors furthermore upon returning from sightseeing excursion with properly secured accommodations my personal belonging necklace went mysteriously missing hotel personnel demonstrated negligible interesteffort resolving said issue and i stayed there for several days and everyday i asked if they found it they just became more and more irritated by my persistent asking and my necklace never showed up,3/5
26,paid through lastminute and cancel within  hour after seeing some very bad reviews on health and safety the hotel took the money without bother to refund avoid at all cost,1/5
27,the hotel was lovelyfive minute walk to nearest metrostaff were very welcoming nothing was too much for the young man at receptionrooms were basic and cleaned daily this suited us as we were ou most of the dayfood was lovelythe roof pool and restaurant were small but the views made up for them,5/5
28,we held a conference for  days we rented some rooms and had breakfast lunch and dinner everything was on notch dont have any complaints rooms were clean food was great and a lot which was great and requests that i asked were done will totally continue to use their hotel,5/5
29,sorry to be rude but this hotel was a big disappointment  our toilet door didnt work so you need to hear and smell what your partner is doing when they use the toilet rooms are run down and in total need of refurbishment on the bright side the roof top bar is lovely with nice views of the acropolis also hotel staff is very friendly,1/5
30,no way this place a  stars hotel a  stars at best its only saving grace is the roof bar and views,2/5
31,cleaning of the rooms shall be improved there is dust under the bed in the corners of the room on the furniture bed linen is clean maximum  stars,2/5
32,the rooms are mid theres a maximum of  outlets narrow spaces where you cant fit your luggages if you have more than one there are also broken plugs which is obviously dangerous as well as doors both for the foyer and balcony dont forget to visit their rooftop because it will serve you a nice view during sunset the air conditioning is great too the breakfast on the other hand is bland and not enjoyable it has a lot of bread in the buffet though the dining area lacks ventilation the people eating in there are literally sweating as they eat overall its tolerable hotel for a few days stay the nice and well polished lobby raised my expectations but got disappointed right away when we entered the room that obviously looks old,3/5
33,hotel looks like it is been used and abused for so long without proper maintenance everything works though but there are flaws everywhere it has a  star sign in the entrance but i would never agree with that from the outside it has a modern look but from inside i guess it was an old hotel with renovation on top of it positive sides are location  close to metro and train station close to center omonia good internet coverage inside,3/5
34,the hotel is old the elevator the furniture the rooms the bathrooms and the beds need to be updated there is no good place to plug in chargers we had to crawl under the table and unplug the coffee maker so we could access one plug the only good thing is the breakfast buffet,1/5
35,really nice view from the top nice swimming pool but lots of people and difficult for me to swim the room wasnt what i expected though but nice cleaning service and nice breakfast for all for me i really thought the breakfast was based on lots of egg,5/5
36,great hotel right in the middle of everything in athens easy subway access and walking distance to the big archaeological sites,5/5
37,updated the review to  starsroompretty old and rundown but clean few outlets mediocre lighting the wc had some what i think were harmless small bugs but bugs nonetheless very small flying bugs a spider or two small wc overall but it was okroom was fairly big and as we were on the sixth floor we had a great view of athens from the rather large balconylocationpretty close to athens centre and its attractions walkable distance to acropolis and quite close to metro stations easy to get a cabpretty bad neighborhood though graffiti and somewhat dirty almost everywhere in the vicinity with few exceptions lots of junkies dumpsterdivers that said we had no issues with the locals basically its a poor neighborhood but still civilized as far as we could tell for our two days there so if you dont care about that stuff the location can be considered higher than my rating due to how close it is to other attractionsfrom the top floor theres a decent looking pool that we didnt try and a good view of athens due to the neighborhood its not all a great view but still quite the viewbreakfast was ok nothing specialservice was fine helpful with questions and some good advice for our excursions no issues there,2/5
38,the terrace is incredible and the rooms spectacularthe stuff are very friendly and ready to serve you,5/5
39,great hotel close to subway  min walk to two different stops  i preferred the larissas station as it is more direct and on same major street as the hotel is on stops and you are at the acropolis which by the way you can see from the rooftop floor that has a pool bar tables and chairs and dont miss seeing the acrop all lit up from the hotelrooms are good size for europe and even has room for a tubshower combo instead of just a  ft x  ft shower for most of europe that u cant even move around in much less get clean inwe had a good buffet bkfst every morning not sure if that is standard or extra cost as it was part of our tour group but more than the standard continental ones u find across europethe hotel might not be in walking distance to popular places but with the subway it only takes  to  minutes to get to most of the places u want to see and is very convenient i would stay there again in a heartbeat no questions asked,4/5
40,the entire candia hotel staff is to be commended for their pleasantness and friendliness the food was delicious and varied the breakfast and dinner buffet was filled with many enticing greek specialities and everyone was able to fill their plate at each meal they even had greek coffee you cook in sand the rooms were clean and many had views of the acropolis and fantastic large balconies the rooftop pool was small but useful after a long day of hiking all of athens the hotels location was good too as it was an easy walk to a metro station and close to other useful shops,4/5
41,rooms are a little plainjane but the pool the bar and the restaurant on the roof redeemed everything else the whole stay was quite nice,5/5
42,if you want to enjoy your trip free of bedbugs and you like cleanliness do not stay at this place cannot understand how this hotel is rated as a  stars hotel we pay for  stars and get  stars maybe they just rated the breakfast,1/5
43,this hotel was what we needed to go rest up a bit for a day to explore greecegeorge the front desk dude was a kind man that accommodated us weary travels so if you see him smiling he will be a rainbow of sunshine for your tripthe pool and facilities are quite nice,5/5
44,ive loved my trip to athènes but this hotel ugh i went to a trip with my friends and our hotel room was so little we couldnt even put all our luggage on the floor but the rest was okay but beware of the security guy because once me and my friends stepped on a chair on the balcony and he the security guy thought we were thiefs he went to our room and yelled to us he went inside our hotel room without asking we were really freaking out but thats not the end because once my friend lost her health card and he was insistent about looking into our room really creepy but the rest was okay but when i tell you we ere terrified but the guy,2/5
45,i am absolutely furious about my stay with you i was shocked to find hair in my towels and in my blanket which is frankly disgusting also the dirt on the bathroom ceiling was just disgustingalso i was really unhappy that several outlets in the room were not working properly which caused me problems charging my electronics also it was simply unacceptable that only one of the two lights in the room worked properly making the room dark and uninvitingi have to say that these problems have greatly spoiled my experience in your establishment and i find this unacceptable i expected the location and ambiance to make up for these shortcomings but unfortunately that was not the casei urge you to take my comments seriously and take immediate action to improve the cleanliness of your rooms and repair the electrical problems in the rooms,1/5
46,dont stay here without exaggerating this hotel is so bad its unworthy of the name best western and the standard of quality weve all come to expect the room i stayed in was cramped with  uncomfortable twin beds had no bedroom lights literally the only lights consisted of  above the door and  in the cramped washroom and the shoddy room looked nothing like the photos the entire surrounding neighbourhood is a ghetto with drug dealers and pickpockets a fellow traveller had just witnessed a mugging down the street literally every single building is covered in trashy graffiti and its located directly beside train tracks to make sure the trains wake you at night the neighbourhood is not safely walkable to anywhere worthwhile as the entire area is so rundown my wife and i didnt wanna risk going out for dinner so we ate in at the hotel buffet this was a huge mistake for  per person you get to share in a feast so cheap and awful with a room full of other travellers who are equally miserable and disgusted by the food complete ripoff and an utter disappointment if you dont believe me read up on the omonoia area of athens avoid this place,1/5
47,basic clean hotel we stayed there  nights with  kids had everything we needed hotel staff all very friendly and accomodatingbreakfast was good staff helped to make sure our allergic daughter could eat some food tooroof top was nice and had amazing views of acropolis the pool was open late and the kids could cool down while we enjoyed cocktails from the bar,4/5
48,do yourself a favor and dont stay here the only reason i gave more than one star is because of the bartender by the pool he was the only highlight of our stay and went out of his way to be helpful and kind honestly i hope he gets a raise because he is truly a treasurenow for the hotel itself how it has a  star rating is beyond me this place is horribleto start the entire hotel is hot and humid the air conditioner in our room was set to  and the fan on high but the room stayed uncomfortable hot we brought this to the attention of the front desk they checked it and said there was nothing they could doour beds were like sleeping on box springs they are rock solid sheetsblankets are scratchy and the mattress protector had not been washed as there was a urine patch that smelled horriblywe also had bedbugs luckily they only seemed to like me and didnt bite our kids but im covered in biteswe booked here because they had a pool and breakfast the pool is tiny and usually filled with people kids playing are met with glares even when they are well behavedbreakfast has a lot of options if you get there early if you dont get there before the rush there will be no bacon or crepesneedless to say we did not enjoy our stay its very overpriced for what they offer,2/5
49,we are a family with small kids and stayed for one night the pool is nice so is the roof area but the bar on the roof only opens at  the rooms were ok so was the breakfast the night buffet not recommended and the whole area is not that suited for kids so we didnt really go out with them to grab something to eat,3/5
50,rooms are a bit outdated and noisy but everything is clean the rooftop is very very beautiful and really makes the hotel great we read about the neighbourhood being unsafe but we never really felt unsafe,4/5
51,i stayed in this hotel with my family the rooms were alright but the thing i want to emphasize is their breakfast it was awesome if you have children who love to eat their day will be made the hotels location makes it easy to catch a commute easily another great point about this hotel was the reception the people manning it were very helpful i would definitely recommend this hotelpoonam smith,4/5
52,the biggest benefit of this hotel is that its within an easy walking distance to the train station the rooms are very simple and clean though the noise from the street neighbors through the walls pipes and such made it hard to sleep unfortunately,3/5
53,i really loved the food here my compliments to the cooking staffthe rooms were really clean and well equipped if you are with more than  personsthe rooftop garden is not actually a garden but more a rooftop terrace with a bar that unfortunately only is open in the evening and a small poollocation is pretty good we could get anywhere we wantedwhen we were in the h floor however we encountered some unwanted guests but that was gladly only limited to the meeting room and not other roomsoverall i wish i could stay here longer its a good hotel,4/5
54,the room is a bit small and old however the rooftop is just fully renovated and stunning i arrived early morning  am and they didnt make any problem at check in times and directly provided me a room the pool and roof is so amazing  degrees views all over athens the employees friendly and helpful to answer all your questions the hotel is very quiet and also the cleaning lady super helpful located next to the train directly to the airport also the views and rooftop bar are open at night very much recommended big supermarket in the same street just  minutes walk also the breakfast was included and you have soo much choices of fruit bread yoghurts etc even near the end of breakfast time at  am thank you so much for making my stay unforgettable i absolutely enjoyed,5/5
55,pretty close to everything nice clean rooms friendly staff private restroomsbeds are stiff but thats the only negative they use a pretty interesting key for entering the rooms and turning on the lights and acoverall its a great stay for those that want to spend all day outside the hotel and come back to a safe environment after a long day,5/5
56,initially trying to get there was a bit of a mission but was fine parking was somewhat of an issue but plenty of street parking just need to look for it aside from that check in process was fairly easy and got in had to pay a fee of  aside from hotel charge but it was fine the room was clean a bit old but all good mine came with a balcony with a decent view no room service so had to go to lobby to buy water but overall decent and budget stay for the price paid,4/5
57,big rooms great service long breakfast menuloved the place as there were indian restaurants in walkable distance and also a great view of acropolis from the roof bar,5/5
58,the service is excellent rooms spacy and always clean minus one star for the filthy neighborhood there two metro stations really close though and the keramikos area on a walking distance of five minstayed for four days my back got fixed i want this bed at home asap,4/5
59,nice hotel very close to the centre trainstation and metro the neighbourhood is not the best of athens nice staff very friendly the room and bathroom were very clean the terrace with pool at the roof is great with a fantastic view over athens and the acropolis the terrace is under construction but almost ready the breakfast is more than sufficient,5/5
60,very good first stop on our tripthe good had a pool very cold great breakfast and service was top notchthe bad the beds were rock hard and were two twins pushed together not an actual queenking,4/5
61,it is a few minutes walk from larissa station or direct train from athens airport on the suburban train the hotel feels like it caters for groups and has a hostel type feel although is a hotel breakfast is reasonable i wouldnt say it is a romantic getaway but a good functional base for visiting athens,3/5
62,good  stars hotel provided relevant accommodation location is close to the center of athens but located in front of the railway station and a big boulevard which makes it very noisy caused with the low level of noise reduction windows every room has its small balcony with table and  chairs there are free wifi but during the evenings the quality is poor there is a nice terrace with pool and bar on the roof but again the vie to acropolis is very limited,4/5
63,very nice hotel  walking distance to the underground stations  breakfast was decent  prices were fair and the rooms were good  i cant complain  i didnt have any issues here  cheers,5/5
64,i have stayed at this hotel it was the worst nights sleep i ever had there are bedbugs and they are everywhere got no sleep highly do not recommend staying in this hotel had to go to the pharmacy next day,1/5
65,everything is fine the pool is fine with a nice view on the rooftop the rooms and bathroom are fine if a little small location is good however the bedspillows are rock solid it feels like i just slept on a table all night,2/5
66,located close by to a metro station but the area itsself is not the nicest area of athensit was also unfortunate that i seemed to have dropped by during the only few days their entire rooftop terrace was closedthe staff is exceptionally friendly but unfortunately the rooms are a little bit small and old,3/5
67,we have stayed at this hotel it was very well located with amazing views from the roof terrace and a little swimming pool to enjoy acropolis and athens skyline the restaurant serves quality food and the service is very good i would highlight the staff kindness reception cleaning people and olga greetings fron susana in charge of the bar roof terrace highly recommended a little drawback is the noise of greek traffic,5/5
68,we stayed here for three nights and booked a room for  unfortunately the rooms including the bathroom are really small the three beds almost didnt fit in therethe pool is unfortunately closed during offseason so it was closed when we were therethe hotel is located right next to a busy road and train tracks so it can be noisy during the night and you cant sleep with the window open the metro station is a  minute walk from the hotel and its  stations away from city centerthe breakfast was good quite busy but plenty of food and actually better than expectedthere is a bar located in the basement with friendly barkeeper and a good place to hang out in the evening because unfortunately there is nothing in walking distance,3/5
69,tiny bathroom noisy air conditioning hard mattress old and shabby hotel the room was not clean breakfast is just eatable how come it is a  star hotel maximum two best western watch out your partners,2/5
70,everything perfect besides some stuff from the breakfast being off brand  untestable like the orange juice the cake  the egg pasta looking thing also we were at the rd floor  the train below was piercing our ears while trying to sleep,5/5
71,a rather old hotel but clean with a very good breakfast the staff is very friendly and helpful thank you alexandros to get us out of a rather stressful situation when we arrived,4/5
72,very comfortable hotel all that you need friendly  polite staff close to metro station we kept going to the city centre good breakfast unbelievable part being u actually get breakfast here at  in the morning something i found was really good  will remember this experience we had a early ferry to mýkonos we actually had breakfast as early at   hospitality industry is all about service  comfort  bringing smiles this hotel sure does a marvellous job,4/5
73,the dinner service closes at  and we asked for a pizza at  and they say yes and  minutes later they say the kitchen is closed very upset with the service,2/5
74,cons we had booked a couple room and we were provided a room with  single beds they dont have enough staff to help their customers u need to go to the reception to find out anything their mattress are like rocks not sure why they have kept such bad quality matressprothe breakfast had good options,1/5
75,rooms are compact and you dont have much space inside room to move aroundbathroom tub is so small that you will hit walls while taking bathwe booked double bedroom but they have provided  separate beds for us seriouslyyou wont find any supporting staff who will take you luggage to room or help with any issues you face in the room you need to contact reception either via phone or personally for all the queriessurrounding areas are not safe to roam around at nightonly advantage is its near to metro and bus station thats it,1/5
76,rooftop pool has the most gorgeous view breakfast included is great and staff are  on the desk to help out with anything location is a bit out but very close to a train station great stay,5/5
77,lovely hotel around a  minute walk from the centre of athens great buffet dinner range and breakfast the staff are very accommodating and friendly there is also a rooftop terrace with views of the acropolis and the city,5/5
78,for a greek star hotel ok very friendly service food and meal ok with a lot of salad and vegetablesthe rooms are small and simplethe free wifi in our room in the fifth floor was rather badthe pool is rather small but the bar and the view at the top of the hotel is really nice,4/5
79,average accommodation as the hotel shows its age accesibile by metro half distance between metaxourghiou and larissa stations good views from the topon the downsidewifi was a dissapointment as it worked intermitentlyour room facing the bulevard was a bit noisy in the morning from the street trafficif you take breakfast near the end of the schedule you can barely find certain food as they dont replenish itif you are from a noneur country and pay by credit card take care to select payment in eur by default they will try to perform the payment in your home currency at a very disadvantageous exchange rate,3/5
80,one of the worst hotels that i have ever stayed at the location has no decent restaurants nearby and the traffic and train station noise will keep you awake at nightthe quality of the intermal restaurant buffet food us also very basic and ordinarythe quality of the rooms are very very poor and datedi chose this hotel thinking that it would be good quality being a best western hotel however i made a big mistakewould not give this any stars if i couldwould stronly recommend that you avoid this hotel,1/5
81,dont pay extra for the balcony its smaller than a bathtub with very limited viewpool on roof top is ok,1/5
82,no bedbugs my husband and i were booked to stay here for  nights to see athens and enjoy the tours we didnt mind the outdated decor or the hard beds with one pillow we didnt even mind waiting for the room for  hours or the unkept bathroom we were so exhausted from our  hour flight that we flopped onto the bed and went to sleep for  hours we didnt even unpack or change when we woke up my husband looked down and saw a rather large bedbug on the floor i jumped up immediately and we flipped the mattresses they were there alive and well some were squished some were thriving we left immediately the hotel tried to get us another best western hotel without success then tried to put us in another room we waited in the lobby for another  hours as our travel agent and others tried to find us a hotel we were hungry tired disgusted and angry while we waited we decided to eat at the hotel since it was the only thing close by and we didnt want to drag our luggage around they still charged us for food but hey the one glass of wine was on the house we ended up blowing most of our honeymoon money on the only hotel available because it is high season on the marriott all in all leaving was the best decision we could have made even if we cant eat out much or go on some tours bedbugs would have destroyed this honeymoon do not stay here,1/5
83,we were incredibly disappointed with the candia athens hotel our cab driver from the airport was a bit confused why two people on their honeymoon would be staying here we were not sure what to make of this until we arrived the hotel is located in the center of a very rundown and less than savory neighborhood the hotel is more than a  minue cab ride from anything of note in or around the plaka we asked the cab driver if walking would be faster to which he vehemently discouraged citing safety the gentleman at the front desk was rude and univiting we reserved a double bed we were on our honeymoon but were provided with three separate twin beds upon presenting our reservation for a double bed room to the previously rude clerk he became angry and slid a new key across the counter upon entering the new room the view was of a fire escape and the loading dock and the bathroom door would not close due to the sink being in the way the manager was equally unwelcoming and rude she essentially said not my problem we left without a refund and stayed at the central hotel for only  more a night but x better in every way avoid this hotel like its your job,1/5
84,very small room even m small bath you can not turn around in itcomplete hotel is in its age worn outsee my fotos breakfast is a jokebeautyfull view to acropolis from roof friendly staffi will not come back,2/5
85,not staying at hotel but had a drink on the rooftop amazing with incredible views and roof top swimming pool staff are lovely,5/5
86,i stayed few nights breakfast was awesome theres a bar conference room if you want to celebrate birthday party or any sort of celebration location is great you can walk to all the ancient places and monuments services awesome,4/5
87,this hotel is one of the best and the best accommodation to my heart in greece athens is about  meters from the larisses metro station this place is relatively quiet with the rest of athens i enjoyed this hotel and my family will make this hotel my next stay,5/5
88,just old small rooms bathroom pocket door didnt close properly and was open about  cm more like a star hotel the roof patio was nice until late cockroaches came out,2/5
89,good hotel located walkimg distance from the metro station we had a early ferry to mikonos and the breakfast was ready at  am which was amazing we could catch a bite before leaving nice people on the front desk very helpful and courteous,4/5
90,just terrible not one positive about this hotel definitely not  stars,1/5
91,this was barely better than a youth hostel the shower was a disaster for starters i didnt know why everything including the toilet paper rolls was soaking wet when i went to use it but maybe having a shower head  foot off the ground and a curtain that was too short had something to do with it the power outlet was falling out of the wall and there was a fire exit staircase to the ground outside my window which had no bars or locks mind you not a  star hotel dont let the best western name fool you,2/5
92,i was assigned to room  first day i woke up with itches but didnt think much of it second day i saw rashes and the itches went all over my body and realised it was bed bug found one and crushed it blood splattered was fresh my blood of course called them up to check it out they moved me to different room offered me free dinner which i didnt use as i get really anxious about their hygiene standards im surprised that they didnt even offer to refund my first and second nights as it is definitely ruin my holiday as i was walking around scratching myself raw had to cancel my massage appointment as im embarrassed by the state of my skin and body im so disappointed that they are still happy to take away my money afterall their negligent and poor housekeeping  but i hate of confrontation and trying to enjoy my holiday the best i can but if i could give zero star i probably would,1/5
93,we stayed  days room was basic but clean only  min walk from nat archelogical museuma must see much appreciated reception staff especially george who gave us all the info we needed to either get metroto acropolis bus or how to get anywhere he was also very helpful in getting us great  day tourgo tours to delphi which we much enjoyed and on our last day he suggested visit to the temple of poisedon explained how to get bus to get there we loved this sea coast ride to this magical destination another great day special thanks to george for his helpful  friendly suggestions breakfast was exceptional great variety much enjoyed as well nice spot on roof top for drink in evening with spectacular view of parthenon,4/5
94,dont go out on the balconies they have do not enter signs for a reason and bring a power strip as your room will likely only have one outlet the roof terrace is lovely though and a great place to watch the sunset,3/5
95,nicely located  easy to get to the main sites front desk host andriehos was super helpful  always happy to help and knowledgeable breakfast was the best hotel in the two weeks i was in greece,4/5
96,customer service inexistent i emailed them three times trying to get my deposit back but no response so far deposit that has been taken well three months before my stay but had to cancel it room with free cancellation option,1/5
97,great location and view from the th floor,5/5
98,take the suburban train not the metro  min or  from airport will arrive directly only  euro room is ok shower is good not thst close to main tourist sites a lot of graffitti around this area they do provide a vast array of food for breskfast for vegansit is a comfortable selection,4/5
99,nice clean hotel and the staff were very friendly and relaxed the breakfast had a good selection that would appeal to the mixture of different nationalities easy walk into central athens,5/5
100,if you pretend to be  stars you should be politethe swiming pool on a roof plastic glass for wineim used to stay in hotelfar from  stars,2/5
101,my students enjoyed this hotel very much during the last days of our tour around italy and greece it was convenient to have breakfast and dinner provided in a buffet and everyone enjoyed,5/5
102,close to the metro bus and rail station all has two restaurants roof top bar and pool the food was good the staff was friendly  hes front desk had a really great holiday,5/5
103,pathetic tinycrampednarrow roomsno plug points near bedyou have bend down to charge electronicsfridge not cooling proper complementary teacoffee sachets were rationedac cooling was minimumbathroom was miniaturemost staff rude uncooperativeand racistelevator mostly not functioning after midnightmany young guests checks in after midnight and their merrying party tends to wake you upso carefullobby ac again patheticonly good thing is scrumptious breakfastand location proximity to metrobustaxirest all third classavoid this hotel if you can,1/5
104,located at a good place in athensvery good breakfast and comfortable roomsit has a bar at the lobby and another one at the roofdeck with a poolyou could see the lighted icon of athens at night,5/5
105,staff very helpful area where hotel situated very safe day and night police ptotection in the area two metro stations between the hotel great breakfast and rich quality breaksfast room has a great city view and is large very comfortable room wifi is great,5/5
106,very good accommodation very good breakfast a little far from the center but can be visited in  minutes on foot or by taxi for  euros,5/5
107,great roof top bar metro station nearby fantastic view over athen and the akropolis,3/5
108,watch out if you go to the rooftop bar my dad ordered an ouzo shot which was  and he handed the female bartender blonde middleaged with bangs a  she brings back  in change she proceeded to act cagey and tried to avoid my dad when he motioned for her to come over she did eventually come over but the phone rang and as she spoke on the phone she kept looking at my dad so he goes over to her at the bar and said he had given her a  bill for a  drink and only got  in change then she pretended to look assuming to the area she put money she skims from customers and claims that the other  had fallen and here it is and handed him the rest of the change he was owed so watch out at the bar and make sure you dont get cheated,2/5
109,we only stayed one night and it was a pleasant stay the room was clean and spacious the staff was also helpful with the huge patio glass sliding door,4/5
110,stayed here as part of a tour group good breakfast rooms were ok but beds are not great mattresses are on a wood platform and i could feel springs in my mattress,3/5
111,we had an okay stay at the candida hotel the beds are hard and the room smelled of smoke when we first entered but the staff was extremely friendly and helpful,4/5
112,wonderful location very nice service and a great room with a balcony that has an amazing view it is affordable and has everything close by perfect for young couples,5/5
113,it a scratch part of town the rooms are run down the food is the only high lite of this hotel great view from the roof top patio,2/5
