,review,rating
19,the room wasnt that spacious but it was clean and with air conditioning the breakfast was very rich and tasty but make sure to be on time because strangely enough for greeks they are cleaning the buffet on the dot of the hour they are supposed to complete the breakfast so if it says breakfast till am dont expect to arrive at am and find food or coffee the area is a bit dodgy as you can see drug users around even on the day but none bothered us,5/5
20,clean stay with reasonable prices breakfast is ok with good varietiesneighborhood was ok on main street ,4/5
21,the hotel was clean and beautiful reciption staff both lady and gentleman was amazing and helpful ,5/5
22,my trip to renew my residence card took a long time and there was no room in my hotel i had to change the hotel it was a clean hotel with very polite and helpful staff the breakfast was buffet it was good and acceptable ,4/5
23,the hotel is lovely and the breakfasts were great rooms were clean and nicely furnished breakfast is served in a top floor with rooftop access hotel was convienent to the metro but if there werent men in my group i wouldnt have walked it at night,4/5
24,the hotel is great for a budget holiday  let me explainall the facilities and amenities are clean  from the room bathroom to the bar downstairs and the breakfast area upstairs which also offers a rooftop view of the surrounding buildingsthere is nothing to complain about as it pertains to the hotel itselfit isnt luxurious but it is absolutely worth it especially if youre looking to have a short stay in the cityits a short walk away from the city centre and archeological cites in the surrounding areasthe security staff γιώργοςgeorgios was especially accommodating a special thank you to him for conversing with us being kind and advising us about the surrounding areahe greeted us every day we had nice chats  if you happen to run into him at the lobby of the hotel definitely approach him he bought us sweets from a corner store without us asking or anything such a kind gesture the next time we stay in athens well bring a gift in returnhes a good guy and means well his being there made the stay betterif youre looking to stay in athens to explore the various classical and historical sites  i recommend iti would suggest taking daytrips to visit other cities nearby  its well connected to surrounding citiesbe mindful of the subway it can be dangerous as the evening approaches into the nightthis brings me to my most important point  ομόνοια omonia the area that surrounds the hotelit is the worst neighbourhood in terms of safety in athenslocals will warn you about it you will notice that development in the area is stuntedthis is the case as a result of various historical and political reasons multiple train lines werent developed until the s an influx of migrants as a consequence of wwii political figures stealing funds meant for the citizens of the city and so onthe migrants themselves are not the issue dont be mistaken the crux of the problem lies with the circulation of drugs improper infrastructure for citizens and human trafficking whether for sex work or labourdo not walk around with your phone in your hand if you want to take pictures check your surroundings firstdont linger on the streets as the late evening progresses into the nightthis particular restriction devalues the experience you have to be careful on your way back to the hotel due to the nature of the neighbourhoodif youre travelling with kids this will mean that you have to be extra cautious for us it meant having to be back in the hotel before it got too dark which effectively cut our days short for example we couldnt sit at a cafe or restaurant too late into the evening as we knew wed have to walk through the neighbour that surrounds the hotelwe were advised several times to take care of our personal belongings personally i suggest keeping your handbag in front of you andor beneath your jacket,5/5
25,they have wonderful breakfast a lot variety and the service on the reception is fineand close to city center and clean roomsthey have a place for your luggage if you check out and put your luggage they for some time you can enjoye the cafe on the ground,5/5
26,the hotel is fine good bed good shower good service but the location its just above omonia square a notoriously bad neighborhood in athens it was my first visit in like  years and the opioid crisis hit the area hard saw a lot of users using and zombie like people lining the street shame because i do like the area,4/5
27,this hotel must be evaluated from two aspects the first is to evaluate the same hotel and it can be given  stars as it is clean the atmosphere is good and the breakfast is wonderful in addition to the appropriate price the only negative thing was that the room was very smallthe second comparison which unfortunately gives the hotel a lower rating is the location as it is filled with a lot of homeless people around the hotel and in front of it from all sides unfortunately and most of them use prohibited drugs and the area is very dangerous after eight oclock as they gather untill the morning,4/5
28,stayed for two nights but without luggage  airline lost itif it wasnt for the kind young lady on reception who went out of her way to assist when dealing with airline i dont think i would have received the bag back in time for my tripalso the roof top restaurant is a very good place to eat good value with wonderful viewsthank you for a pleasant stay,4/5
29,left a few things in the room i stayed called them to keep my stuff and they promised arrived to greece a year later and my stuff was gone they did not even apologize,1/5
30,the neighborhood is horrible and so dangerous so many addicted people were using drugs just a few meters down the hotel the front desk was not cooperative the room is small the shower was broken  the ac was not working properly and it was cold only one elevator for nearly  units the door cant be locked from inside,1/5
31,one of the worst areas in athenes drug users and used needles all over the floor and the whole area smells like piss,1/5
32,the receptionist maria is very rude she manages also others apartments while she is working and she doesnt care about clients the hotel is quite standard overpriced hotel but i dont recommend it at all because the neighbourhood is full of junkies not safe at all i saw more syringes in  days than the rest of my life,1/5
33,good choice of hoti for the city centre of athens clear roomsgood service mini barrestaurant from breakfast time till lunchtime and the prices begins from  euros per person per dayvery good pricesas i know for groups my only distance is that the place where is it  the nights the view that the visitors have is not so goodcause the drug dealers which are going around of course the hotel has security services inside and outside of the place aroundso the safety of yours is  guaranteed recommended,4/5
34,average midlevel hotel clean pleasant stuff close to the city center but the neighbourhood is not so great even its safe you will pass nearby a lot of junkies and homeless people,4/5
35,nice and clean hotel with breakfast included the rooms were clean every day and it was an working acthe location is awful even though is very central the hotel is surrounded by homeless people just living on the streetsbecause of them the streets are dirty and then smell is horriblei would come back anytime at the hotel but not in the same area,5/5
36,staff is very nice and rooms are decentbreakfast is basic coffee really bad qualityinstant coffeelocation is in a really bad area of athens strongly not recommend on the same street and streets around is full of homeless people and the atmosphere is terrifyingin the evening ive being looking of my shoulder all the time,1/5
37,the hotel rooms are clean but a bit small the breakfast is excellent tho it does not change it is the same every day the hotel staff are really helpful and friendly they speak english the only negative point is about the location it is close to omonia so it is always surrounded by dealers and ppl to avoid so it is not a safe feeling to walk outside the hotel the the horrible smell,4/5
38,above my expectationsservice was very good fast and helpful including the reception cleanliness and the people at the breakfastthe rooms were clean had everything we needed perfect for a business tripthe breakfast was also quite rich for  if im not wrong star hotelthe only reason im not giving it  stars is the location which although is very convenient to the centre of the city is quite doggynot recommended for families just because of the area otherwise the hotel is pretty legitimate,4/5
39,the hotel is really good and clean the breakfast is delicious the only problem is the neighborhood there are many graffities on the walls and a lot of junkies homeless people and trash in the surrounding streetssok a köcsög,4/5
40,i highly recommend this hotel with  reasons  very clean room very helpful services amazing breakfasti was a bit hesitant to book this hotel as many people worried about homeless and druggie people around the hotel sadley they are everywhere in athens however those people didnt approach me nor asked for money the slow speed of wifi might be the weakest point of this hotelboth my hubby and i thoroughly enjoyed staying at the golden city hotel we will stay again if we are in athens,5/5
41,the hotel is centrally located near metro station and not far from athens main attractionsthe staff is very friendly and helpfultasty cooked and continental breakfast breakfast with good selection of foodgood valuethere were few issues with the room the deco is dated and tired i could not find tv channels in englishthe bathroom had a few problems nowhere to put toiletries shower screen doesnt stop floor outside getting flooded the shower drain cover is not fitted properly and keeps coming off making it dangerous to put foot in the hole and finally shower head leaking sideways and shower head holder is broken not able to have both hands free when showering,3/5
42,its a very nice hotel for a very good price the staff is super friendly and helpful and the restaurant has a nice variety of food the only problem with the hotel is the area you have to be a bit careful walking to the main square omnia where you have the trains but overall we had a very nice stay,4/5
43,the hotel is located in center of the city but was very dirty and full of homeless so you must avoid by any chance walking on the nearby streets during night but the experience with the staff was the poorest l ever had in a hotel in our first day the host from the restaurant literally shouted on us to bring masks on he sends us out of the restaurant and keep on shouting on us in greek but however all the staff was rude and didnt care little about their guests i havent heard a minimum good morning during my stay there also when booked we were shown a room but actually our room was very small no bedside table for one person so my friend phone and personal belongings had to be kept on the floor the shower have a small glass and when youre showering the water splashing all over the bathroom floor also the room have no soundproofing its very noisy you barely can sleep the wifi connection was very weak we loved that the room was clean daily housekeeping was provided and the maids didnt take tip which was a bit odd even if you put money on the bed as a tip youll find them back on return,1/5
44,the location is very bad all homeless and drug ppl around hotels not safe at all the wifi is not working i asked the staff every day and they told me today we gonna fix it but unfortunately until i left the hotels the wifi didnt work  the worst thing was when they cleaned my room they left the balcony door open and the neighbor could jump into ur room easily  pay  euro more just be safe,1/5
45,i cannot sayuch as we were not supposed to stay there our room was not so good the staff are friendly and what i could see about the hotel and restaurant and bar it look good the breakfast was a nice spread i didnt walk around at all,3/5
46,the hotel is good the location is great i was hesistant before booking because of the homeless around but they never approached me or asked money just keep your own mind and never look to them they are everywhere in athens the breakfast was great and tasty in open buffet the only real problem for the hotel was the internet it really sucks and the single room is too small i asked to change the room the reception offered to change without extra chargethey have a lot of booklets for the city and free of charge breakfast starts at  or  and ends at  am sharpthe single room is a backside min walk to nearest metro station omonia and to bazar market which has good prices,5/5
47,terrible location rough neighbourhood stayed here for the end of our vacation and it was so disappointing  on the way from the port the cab driver told us this was a very bad neighbourhood and to not walk anywhere ,1/5
48,this hotel is holding keys for another apartment around the corner so i was required to come here for check incheck out of that place although this may not be directly their responsibility they should not be holding keys for an apartment if they can not uphold the other responsibilities that come with it when issues arise the person on reception was rude very blunt and just simply unhelpful if you are told to pick up keys for athens cosy apartment from this place i would avoid the whole place altogether complete scam and this hotel should not be involving themsleves in such a chaos its ruining their reputation and i will never ever be staying at either places,1/5
49,great staff and servicealthough i was extremely lucky and scored a very good last minute rate travelling alone sometimes has its perks i felt treated like a king the one thing they couldnt do for me was clear their bookings so i could stay a few more nights boy was i surprised to see the streets of athens bustling with people near the end of october no surprise that a great reasonably priced hotel like this was completely booked i will have to try and be more organised next time,5/5
50,the hotel is alright nothing luxurious but also not dirty or bad like others describedthe rooms get cleaned every day and towels and blankets and such are also fresh and cleanthe breakfast is ok nothing special but also not badthe only big shock for me and my partner was that the area the hotel is located is very dirty full of drug addicts and needles and other sketchy looking peoplebut thats for almost whole athenso to be fair thats not the hotels faultwe didnt got robbed or had any contact with the locals they seem to stay for themselvesunity station and bus station isnt far toooverall a  stars for me,3/5
51,a great hotel located a short walk from the metro so easy access to acropolis and other sights accommodating with luggage storage both before and after checkin breakfast buffet was excellent with options a plenty including soya milk for the vegan in the group staff where brilliant and made the stay exceptional,5/5
52,i was told by locals that this hotel is located in one of the most dangerous areas in greece from my experience it is true and there are junkies everywhere the staff was nice and breakfast was good but the bathroom was a disaster i wouldnt stay again due to the location alone,3/5
53,very bad customer serviceno one speaks englishvery rude staffmissed my smart watchshower wasnt workingflooring not being stablethe hotel is in a less than perfect areawith people sleeping on the ground floor close by its bad location very far to metro and bus stations i never recommend,1/5
54,the room was very clean with good facilities and a strong shower all the staff were very polite and helpful throughout our stay the continental breakfast was reasonablei have dropped one star for the location because a road directly opposite the hotel should be avoided it is not safe for tourists to walk down and we were followed briefly until i got us back into the main roadthe other star dropped is for the parking we were advised to park directly outside the hotel but in morning we found damage to our car as someone had attempted to force entry it is not a safe are to park instead park in a designated carpark,3/5
55,the property was clean and respected to social distancing policies also they were welcoming when we arrived really late in the night and accommodated our requests the breakfast was simple but tasty and had something for anyone the ac in the room was a bit slow however very useful during the heatwave in athenssadly the property is located in a very sketchy and quite dangerous neighborhood which made going out in the evening not possible especially for women its unsafe and makes one quite uncomfortable,3/5
56,its a nice hotel plus point is its very good for your budget because they have a very good breakfast which is included in booking on a very reasonable price i just dont like the area it has many homeless people around that area but they are not harmful and the hotel has public transport spot very close like metro and buss stops,3/5
57,i stayed  days in this hotel the staff has always been very kind to me the room and bathroom always clean even the good breakfast unfortunately the air conditioner in my room did not work and i was cold at night plus during the night water fell from the roof of the bathroom  i did not like the area where the hotel is located better not to go out in the evening unsafe and very dirty i give  stars for the nice staff and the good breakfast,2/5
58,not very friendly staff mediocre breakfast bad area the beds were very warm and nice and the heaters were okay shower was confusing as it was just a shower head in the bath bathroom otherwise very nice fridge smelt awful so we had to disinfect not an area for going out alone and lots of crime nice room although there was lots of smoking in the hallway,3/5
59,though the hotel itself is just  minutes walk to the center minutes to syntagma square the neighborhood itself is not pleasant there are too many homeless people bad smell and they could be quite noisy during the nightrooms and breakfast is very good,3/5
60,rooms are completely different from what is shown on their photos weve booked a nice room with balcony but in a result  extremely small room without a balcony and wiev on technical part of a building without a sun during the dayconstant noise during night timethere is no table in the room and no single chairstaff is nice and pleasant,1/5
61,had everything you would expect from a hotel fresh bedding fresh towels and lovely cleaning service close to all the tourist attractions plus the added bonus of offering to call taxis from the reception at your requestbreakfast is good especially if included hot food cereal and fruit to name but a fewrelatively good pricing for a beautiful and busy city,4/5
62,the hotel is located near the center of athens and the sightseeing attractions that we wanted to explore with an easy access of public transportation however the neighborhood around is super scary as there are lots of homeless people sometimes you could even smell some weird things going home before pm is highly recommendedthe room was super clean and the ac worked all the times which is really helpful during summer it would be better if the room could have more light as it was a bit dark in the eveningthe staffs unfortunately were not as nice as we expected some receptionists were not very attentive or helpful we asked if the storage room is safe for our luggage as it was full of other guests luggage inside as well and there was no tag name or whatever and the lady said you can leave your luggage here or take it with you if youre scared  a very unprofessional answer  stars are for the housekeeping lady who worked in our floor was super nice and friendly to us,3/5
63,love it hear great buffet breakfast toorooms very large compared to other hotelsrobe to hang your clothes a big bonusbathroom abit dangerous be careful fills with water no shower screen use towels on floor,5/5
64,friendly staff the best recipcionist the best breakfast,5/5
65,very nice hotel and very clean personal very polite the receptionists were nice and helpful with a matter that came up breakfast could be better as online it is mentioned as buffet an we got a plate with one slice of cheese and one slice of ham cut in  pieces  very little sausages tomato with cucumber and an omelet for guests the price is  euro you got coffee tea and cereals as well i would have loved to get more cheese and not being forced to eat one slice of bread with cheese tomatoes werent fresh as i had diarrhea,5/5
66,the rooms are amazing theres a lot of space the staff is very nice especially the waitress with brown curly hair she made us feel really welcome here and dont get me started on the food bottom line its worth it,5/5
67,very badi have found insects in my bathroomrooms look big in pictures however they are extremely small in person furniture is very old and the wall is cracked surroundings is very noisy i barely slept also if you are going with family i wouldnt recommend staying in that area as it is known to have high crime ratecustomer service isnt the best they werent rude but not nice either they are just normal something you would expect out of a cheap  start hoteldefinitely not a  star hotel as they implyid say one thing i enjoyed is their breakfast they have a lot of choices and in fact better than a  star hotel i have been in previouslyat the end its your decision to analyze the pros and cons to what suits you best,1/5
68,we had a pleasent overall stay here rooms were clean housekeeping staff were great and friendly rooms were cleaned daily breakfast was decent although i would have liked beans as an option the location isnt great because of so many junkies and rough sleepers its good for local halal restaurants of which there are manythe only complaint really is in respect of mike from the cafeteria on the ground floor he was not friendly at all and on both occasions made me wait a long time before taking my order whilst he tidied up his cafe he came accross moody and made me feel unwelcome hence the  star rating,3/5
69,the staff is great they are very polite but the hotel is nowhere near  stars the rooms are very small and they smell of mould also the furniture is old and the wood and the walls are clipped the bathroom is nice and there is quite a bit of space but there is no shower curtain so water gets everywhere also i found ants in the bathroom,1/5
70,they contribute to a scam propertya property called dima rooms wrote me to pick up the keys at this hotel i replied back that i will and i will arrive by pmwhen i arrived on th of september tuesday i have been told on a rude way there is no keys for me it happened when you dont pay to the ownerit was shocking what that guy said how he dares to say something like that in the middle of another customerof course i paid and showed him the booking confirmation with the receipt he said it is too late to call to the owner this hotel is fullnext to this hotel there is another oneit was so unprofessional and rude i checked about the hotel for curiosity and consider to report the another property and i just found out that others travellers experienced the same situation as i it seriously need to be reported and investigatedthey leave you stranded in the middle of the night in a very unsafe area the area in the hotel is in a really bad place with plenty of drug addictions around keys never are left and the first thing it is coming to that guy is you have no paid it happens when they dont leave the keys shame on the hotel and the staff they have,1/5
71,wonderful experience we got there really early and they let us check in anyways i fell asleep in the lobby and no one woke me up i have to say however that the showers have a very strange shape and the whole bathroom ends up wet when you shower the lifts are particularly slow besides this amazing service,5/5
72,very bad customer serviceno one speaks englishvery rude staffmissed my smart watchshowe wasnt workingflooring not being stablei never recommend,1/5
73,the hotel is ok clean friendly staff great breakfast my room was small and the bathroom even smaller the bathtub was terrible very small cannot fit a grown human i will not be going back again,2/5
74,it is close to the city center the breakfast is great with a breathtaking view of athens rooms are nice with working ac the staff are extremely helpful and humble to assist with anything well worth the price,5/5
75,i wasnt keen on the area but its really not that bad considering i booked here last minute the team here at golden city is absolutely awesome and so accommodating all the front desk staff were fantastic especially xenia and maria and in the bar nikoletta and yiannis marietta nikoletta aliai were the best housemaids ever maria at breakfast and dinner was so awesome also i will miss the great service and smiling faces keep up the fantastic service i will definitely stay here again thank you very much giorgos and team,5/5
76,stayed here for a last minute  night break had read the reviews prior to arriving and was a little concerned by what i read but here is my honest opinion after my stay hotel is super clean and covid safe hand sanitisation available as soon as you walk in masks a requirement hotel staff extremely friendly and helpful no issue to big or too small breakfast is nicesimple but good as part of covid procedures the cleaning staff do not enter your room to clean during your stay but anything you require is available by dialling  on your room phone and they bring it directly to your room and leave outside your door shop directly opposite the hotel for essentials if needed hotel has security staff working virtually round the clock to ensure safe facilities all these good points aside the only downside is the neighbour hood which unfortunately has a lot of undesirables the staff are quite happy to call taxis for you to various other district areas ie plaka which is beautiful i do not feel that the area is a reflection on the ability of the staff or hotel its just worth noting that the area is not safe to walk about in after dark although i do feel that the police presence is quite high which matches the need also reassuring i would return here with my partner but would not bring my children as i feel there is too much to see for young eyes,4/5
77,we liked the hotel the breakfast was really good the location was not the best but we didnt feel unsafe the only negative aspect is the internet which didnt work  of the time,4/5
78,it was really ok good price the region is very dirty with manny drug and alcoholic adicted so keep your eyes up and stay sharp especially in the evening besides that the rooms was very old but clean atleast the bathroom was way to small it was almost impossible to take a shower the breakfast was very good and all the staff very friendly this hotel is only for persons who want see the city and just need a place to sleep,3/5
79,ill begin by saying those who didnt appreciate the breakfast clearly came here expecting fine dining from a  star and didnt get what they wanted  they should try  or  then nowthe hotel is absolutely amazing first off the location at night is not too bad sure vagrants could be around but its not as many as some may say these types of folks are everywhere especially in a downtown metropolis such as athinaclose to two metro stations metaxourghio and omonia square within  minutes from the acropolis hop on and off bus at omonia great restaurants nearby and the rooms complete with mini balcony and air conditioning in case made my layover in athens awesome to say the least definitely recommend,5/5
80,lovely central hotel clean  comfortable a good base in this bustling city wonderful professional friendly helpful and knowledgeable staff from receptionists to servers  especially spiridoula  george in the lobby cafe  bar who were a fantastic credit to this hotel and so welcoming daily housekeeping and housekeepers were terrific also the fabulous varied and plentiful delicious buffet breakfasts served am in the rooftop restaurant were amazing and the staff here too were great a wonderful time here highly recommended thank you ,5/5
81,very nice staff with the best of intentions and an amazing balcony to but unfortunately the rooms are absolutely tiny none of the  doors  entrance bathroom and balcony door  could open more then half way cause they would hit the bed also a tiny slow elevator makes you use the stairs witch with c weather can be sweatynever the less clean and acceptable just a bit to expensive for what it is,3/5
82,good hotel and location hopufully there be some solution from officials about to make safe all areareception stuff works great always ready to help many many thanks to them,5/5
83,the worst probem from here wifi work in  from the time so badstaff  kindcleaning staff  very kindbreakfast  you can eat how much you want from their buffetbathroom  my shower isnt secured all around with glass so when i use him i clean the bathroom as well lol we have just  igienic paper roll in roomroom  shocket electricty arent near to the bed so i just moved my bed more near to them but they have really nice lingeries and soft blanketsarea nonenone all athens aparently are the same with homeless people who waxx themselves so its okay,3/5
84,you get what you pay for  hotel is clean and feels safe complimentary breakfast is very good but rooms are tiny and smell like they used to have smoking allowed beds are hard good location for walking to metro and archeological museum,3/5
85,worst experience we arrive late evening and are lied about the room and given a rollaway bed for family the room was booked several months in advance after sleepless night on requesting for the correct room was given false promise later when confronted the desk the guy screamed at us and after some pacifying gave the correct room in frustration every person we dealt with kept lying and pushing the problem even though they had rooms available not recommending this hotel to anybody,1/5
86,nice rooms and staff very good room keys but location is a bit rough do not go out at night,4/5
87,rooms are noisy if you get th floor due to access to roof top is open room size is a little bit tight no water pressure on the shower in the morning and this jumps between cold and hot common areas smell drainage probably temporary problem make sure you double check your reservation mine was confirmed but when i arrived they seemed to have forgotten and sent me to other hotel for the first night employees are friendly on the other hand,3/5
88,the room is clean and comfortable the staff were friendly the breakfast buffet was very generous and the view was great will choose this hotel again next time in athens,5/5
89,not the best location but service and staff were very good just in a very bad area the hotel is in to many homeless and junkies around,3/5
90,generally a good hotel lobby and downstairs bar are very nice and offer free wifi however the rooms are prety small and lets not mention the shower and beds are just next to the balcony window making it hard to open it and get out also wifi in the rooms is not free but charged  for an hour with no chance to break the hour into two parts even in the same day breakfast room is on the rooftop and again if you want a cappuccino or something extra that is not on the buffet youll have to pay extra generally ok but i expected better,3/5
91,friendly service from everyone yes the location has its problems but thats because it is near the city centre and its not the hotels fault i can only recommend it because you can always call a taxi at the reception if you are uncomfortable walking in the area at night,5/5
92,there is no internet and smart tv they is not fixing wifi we spoke with reception during  hours and they didnt help beside this the one elevator is not working and other one is small and busy,1/5
93,worst night we had in greece the hotel is very noisy situated directly on one big street that is never quiet in the night and has such a bad insulation that you feel like the windows are open when they are not could not sleepbed is very hard too,1/5
94,nice hotel good rooms ok breakfast excellent value in a somewhat sketchy neighborhood,4/5
95,amazing staff and amazing service breakfast was plenty,4/5
96,excellent service and very helpful checkin and out was handled very professional an iron was provided as requested breakfast was also very pleasant the area in which the hotel is located is in general known to be not the best but we didnt encounter any issues,5/5
97,the hotel is in a quite dirty neighbourhood and not too central the rooms are good for a city trip and the breakfast was sufficient,3/5
98,great views from the terrace and balcony room the bar tender was very pleasant courteous and friendly with all his customers i got great pictures from the restaurant terrace personnel were friendly,5/5
99,after being pickpocketted just before a few hours we were due to leave athens and needed an emergency accommodation golden city was the cheapest available option it is comfortable has breakfast included taxi driver warned us it was in an unsafe area so we were too scared to leave the hotel we also had a buffet option for  euro given our situation i think it was ok and met our needs,3/5
100,the room is nice and clean very cheap price and include basic breakfastclose to the center but in a bad location with drug addicts on the streetstill i gave them  point because the price is very good and you get a lot for the price,4/5
101,good hotel good breakfast and service clean a bit noisy because of streetnoises is in a junk area but you are fast through it about  minutes walk to the centre,4/5
102,the area around did not feel safe at nights even though hotel is very central  the breakfast was average room was extremely small in size   starts coz you can actually walk from arcopolis and plaka its while coming from here u see the unsafe area and the view was good ,3/5
103,very bad location no wifi  they have but its like they have not  the room was small the great part is that they have great breakfast,2/5
104, for the staff very polite and very helpfullduring our stay in the next room there was a drunk guy who was yelling all night long we called the reception and all they can do is to give us another room on the next floor if you want to have a peacefull night definetely not the right place you can hear all the cars passing un front of the hotel like sleeping next to a highway  just staff,3/5
105,nice hotel for our ngo event the food was great the rooms are a bit small people are very friendly the area is a bit creepy but close to everything,5/5
106,honestly the worst facilities i have seen in years the room didnt even have a shower we were washing ourselves above the toilet seatextremely humid room super noisy both from the street and from the fridgeair conditioning,1/5
107,good breakfest with fantastic viewcleanroom really smallwe paid for balcony and  beds we didnt have balcony and we had  beds and  extra beddanger district around the hotelbar and restaurant were closed at ,2/5
108,scammers this is what kollfam guys are we booked at the phidias through our travel agent at our arrival they said they had a problem with the booking system and our room was not available they offered us an upgrade  at the golden city hotel located at marni st in an ugly area close to omonoia seems that this is a bad habit kollfam has they use the phidias to attract the tourists and then they spread them wherever they want shame on you tourists are not beggars you can buy with free taxis or meals,1/5
109,it is a nice hotel in athens near te omonia square and close about  minutes walk to the centerclean room very good breakfast and a nice restaurant the personal are polite and happy to help you with any information or dirwction you need,4/5
110,nice hotel location almost perfect but the streets around are really dirty lot of homeless people that are high,4/5
111,poor stay a lot of things to comment on we had a lot of problems with the toilet flush it didnt work or it was dripping all the time even after reparation constructions in every floor not nice to wake up to the sound of a drill on a saturday morning at  am or see the roadworks in every floor you pass music from the hotel was still playing in the hall at  am you could hear it in the room the buffet is ok not delicious not very diverse very basic only one elevator which was annoying sometimes no shower curtains the water went everywhere on the floornevertheless  good location working ac pretty entrance and staff is kind and helpful,2/5
112,nice and clean hotel breakfast buffet sufficient and view from the breakfast area nice and yes the near vicinity of the hotel is not very nice and for nightouts taxi is suggested,5/5
113,nice hotel and excellent value  location but the neighbourhood around is super scary as there are lots of homeless people and people doing drugs be careful coming back to the hotel after the sun goes down,3/5
114,i was standing just outside the hotels door for less than  minutes and someone tried to robb me so not a nice neighborhood nice staff though and rooms are okay,1/5
115,great customer service with a satisfactory breakfast compliment at the top of the hotel which provides a sweeping view of athens i will definitely consider staying here again for future trips,5/5
